"ID";"Imagen";"Nombre";"Referencia";"Categoría";"Precio base";"Precio final";"Cantidad";"Estado";
"5577";"http://pedregosa.local/img/p/8/1/3/5/8135.jpg";"Epson LQ-630 Cinta Nylon Negro";"C13S015307";"";"5.070000";"6.13";"1000";"1";
"8903";"http://pedregosa.local/img/p/7/3/6/5/7365.jpg";"OKI C-3100 Toner Cyan";"42804515";"";"118.630000";"143.54";"1000";"1";
"200167";"http://pedregosa.local/img/p/9/0/7/9/9079.jpg";"Cartucho de tinta HP 91 Designjet";"";"TINTA IMPRESORA";"0.000000";"253.8";"1000";"1";
"14368";"http://pedregosa.local/img/p/5/6/1/6/5616.jpg";"Brother DCPJ725DW/J925DW/J430W, Cartucho Amarillo 300 paginas";"LC1220YBP";"";"7.190000";"8.7";"1000";"1";
"17545";"http://pedregosa.local/img/p/4/2/3/6/4236.jpg";"Pack de ahorro de 2 cartuchos de tóner original LaserJet HP 90X de alta capacidad negro. Rendimiento de 24000 páginas";"CE390XD";"TONER IMPRESORA";"416.320000";"503.75";"1000";"1";
"32246";"http://pedregosa.local/img/p/7/9/5/6/7956.jpg";"SAMSUNG SL-C430/W Pack 2 Toner Negro";"CLT-P404B";"";"65.030000";"78.69";"1000";"1";
"9992";"http://pedregosa.local/img/p/8/3/8/5/8385.jpg";"Brother Etiquetas múltiple uso 17mmx54mm, 400 unidades de papel";"DK11204";"";"4.530000";"5.48";"1000";"1";
"12203";"http://pedregosa.local/img/p/8/5/5/5/8555.jpg";"BROTHER Cinta No laminada Amarillo / negro 12 mm";"M-K631BZ";"";"6.580000";"7.96";"1000";"1";
"24707";"http://pedregosa.local/img/p/8/7/1/5/8715.jpg";"Canon IPF5000/6000 depósito de tinta negra (130 ml)";"0883B001AA";"";"54.220000";"65.61";"1000";"1";
"17725";"http://pedregosa.local/img/p/7/1/3/9/7139.jpg";"MINOLTA-QMS BIZHUB C224/284/364 Toner Negro TN321K";"A33K150";"";"33.300000";"40.29";"1000";"1";
"32412";"http://pedregosa.local/img/p/7/6/2/5/7625.jpg";"RICOH SP-4500/4510 Kit de mantenimiento";"407342";"";"111.880000";"135.37";"999";"1";
"49067";"http://pedregosa.local/img/p/3/9/9/8/3998.jpg";"Impresora Laser Monocromo Brother HL 7050N";"HL7050N";"LASER MONOCROMO";"342.000000";"413.82";"1000";"0";
"12359";"http://pedregosa.local/img/p/5/4/6/1/5461.jpg";"Canon Pixma MP240/260/480 cartucho Negro PG-512 15ml";"2969B007AA";"";"15.447100";"18.69";"986";"1";
"13521";"http://pedregosa.local/img/p/8/2/2/6/8226.jpg";"KYOCERA-MITA TONER COPIADORA TASKALFA 300I NEGRO TK-685";"1T02K50NL0";"";"66.710000";"80.72";"1000";"1";
"24970";"http://pedregosa.local/img/p/6/8/7/4/6874.jpg";"KYOCERA-MITA FS-C5015N   Toner Negro";"1T02HJ0EU0";"";"94.350000";"114.16";"1000";"1";
"31732";"http://pedregosa.local/img/p/3/8/4/3/3843.jpg";"Samsung MultiXpress X4250LX - impresora multifunción color";"SL-X4250LX";"IMPRESORAS";"3181.360000";"3849.45";"1000";"1";
"17889";"http://pedregosa.local/img/p/7/6/7/0/7670.jpg";"Ricoh Revelador Color";"400723";"";"147.370000";"178.32";"1000";"1";
"4783";"http://pedregosa.local/img/p/4/0/8/7/4087.jpg";"Cartucho de tóner original LaserJet HP 124A magenta para Laserjet series 1600, 2600, 2605, CM1015mfp y CM1017mfp";"Q6003A";"TONER IMPRESORA";"81.220000";"98.28";"1000";"1";
"7557";"http://pedregosa.local/img/p/8/8/5/1/8851.jpg";"TRANSFER PANASONIC FAX KX-FP 181/185/151SP -2-Cintas de 50m-";"KXFA55X";"";"24.810000";"30.02";"1000";"1";
"55565";"http://pedregosa.local/img/p/3/8/5/1/3851.jpg";"Equipo Multifunción Laser Monocromo Brother DCPL2520DW";"DCPL2520DW";"IMPRESORAS";"100.450000";"121.54";"1000";"1";
"3769";"http://pedregosa.local/img/p/5/9/1/1/5911.jpg";"Epson Stylus Photo R-200/220/300/320/340, RX-500/600/620/640 Cartucho Amarillo";"C13T04844010";"";"16.510000";"19.98";"1000";"1";
"13619";"http://pedregosa.local/img/p/6/5/7/5/6575.jpg";"Canon LBP-7200CDN MF-8330/8350CDN, Toner Negro 718BK (PACK 2)";"2662B005";"";"133.270000";"161.26";"1000";"1";
"15607";"http://pedregosa.local/img/p/5/7/8/3/5783.jpg";"Epson Claria Photo HD Ink Cartucho Magenta 24XL";"C13T24334012";"";"12.550000";"15.19";"1000";"1";
"31864";"http://pedregosa.local/img/p/6/9/5/4/6954.jpg";"Kyocera TK 8335C";"1T02RLCNL0";"";"89.740000";"108.59";"1000";"1";
"18645";"http://pedregosa.local/img/p/3/9/3/7/3937.jpg";"Equipo multifunción EPSON WorkForce WF-3620DWF";"C11CD19302";"IMPRESORAS";"112.200000";"135.76";"1000";"1";
"8677";"http://pedregosa.local/img/p/6/2/6/0/6260.jpg";"HP Designjet 4000 Cartucho Negro Nº90, 775ml.";"C5059A";"TINTA IMPRESORA";"268.542400";"324.94";"1000";"0";
"11938";"http://pedregosa.local/img/p/6/6/4/2/6642.jpg";"Epson Aculaser M2000 Toner Retornable Negro Alta Capacidad";"C13S050437";"";"134.570000";"162.83";"1000";"1";
"22888";"http://pedregosa.local/img/p/6/2/9/4/6294.jpg";"LEXMARK CARTUCHO INYECCION TINTA NEGRO Nº100XLA VIZIX";"14N1092";"";"31.090000";"37.62";"1000";"1";
"17430";"http://pedregosa.local/img/p/3/0/4/3/3043.jpg";"HP DesignJet T120/T520 Cartucho Cian Nº711 (Pack 3)";"CZ134A";"TINTA IMPRESORA";"49.582400";"59.99";"1000";"0";
"32062";"http://pedregosa.local/img/p/3/8/4/5/3845.jpg";"Equipo Multifunción Láser Color Samsung SL-C480FW";"SL-C480FW";"IMPRESORAS";"233.480000";"282.51";"1000";"1";
"33732";"http://pedregosa.local/img/p/3/7/2/1/3721.jpg";"BROTHER IMPRESORA LASER COLOR HLL9310CDWT";"HLL9310CDWT";"IMPRESORAS";"601.480000";"727.79";"1000";"1";
"12065";"http://pedregosa.local/img/p/5/2/7/4/5274.jpg";"Brother MFC-6490CW/, Cartucho Negro";"LC-1100HYBK";"";"18.870000";"22.83";"1000";"1";
"13090";"http://pedregosa.local/img/p/5/4/8/8/5488.jpg";"Canon CLI-526 Cartucho Magenta CLI-526M";"4542B001";"";"9.860000";"11.93";"1000";"1";
"24184";"http://pedregosa.local/img/p/6/7/1/2/6712.jpg";"Epson EPL-N 2550 Toner + Fotoconductor";"C13S050290";"";"180.370000";"218.25";"1000";"1";
"30958";"http://pedregosa.local/img/p/6/0/0/4/6004.jpg";"Epson GF SureColor serie SC-P Cartucho Gris UltraChrome HDX/HD 350ml";"C13T824700";"";"112.320000";"135.91";"1000";"1";
"17563";"http://pedregosa.local/img/p/8/6/6/1/8661.jpg";"BROTHER Cinta de plantilla 8m, 18mm";"ST141";"";"11.640000";"14.08";"1000";"1";
"6770";"http://pedregosa.local/img/p/5/8/8/0/5880.jpg";"Epson Stylus Photo 2100/2200 Cartucho Negro Claro";"C13T03474010";"";"17.510000";"21.19";"1000";"1";
"33840";"http://pedregosa.local/img/p/8/9/1/8/8918.jpg";"COLIDO 3D-GOLD Filamento PA 1.75mm 920G Blanco";"COL3D-LCD043W";"";"36.040000";"43.61";"1000";"1";
"3291";"http://pedregosa.local/img/p/3/1/1/1/3111.jpg";"HP Designjet 4000 Cartucho Magenta Nº90, 400ml.";"C5063A";"TINTA IMPRESORA";"174.563200";"211.22";"1000";"0";
"13317";"http://pedregosa.local/img/p/5/1/9/4/5194.jpg";"Brother MFCJ6510DW/MFCJ6710DW/MFCJ6910DW, Cartucho Amarillo. 1.200 pág.";"LC-1280XLYBP";"";"14.410000";"17.44";"1000";"1";
"15340";"http://pedregosa.local/img/p/6/9/6/1/6961.jpg";"KYOCERA-MITA FSC-8020MCP/8025MCP Toner laser Cian TK895C";"1T02K0CNL0";"";"58.170000";"70.39";"1000";"1";
"31536";"http://pedregosa.local/img/p/5/8/1/581.jpg";"TONER KYOCERA ECOSYS P4040 NEGRO TK-7300";"1T02P70NL0";"";"81.550000";"98.68";"1000";"1";
"7008";"http://pedregosa.local/img/p/8/5/85.jpg";"Brother DCP: 1200/1400 Fax: 4750/5750/8350P/8360P/8360PLT/8750P Tambor, 20.000 páginas";"DR-6000";"";"141.530000";"171.25";"1000";"1";
"11575";"http://pedregosa.local/img/p/6/1/7/1/6171.jpg";"Epson GF Stylus Photo 11880 Cartucho Negro claro";"C13T591700";"";"213.190000";"257.96";"1000";"1";
"19138";"http://pedregosa.local/img/p/7/5/7/9/7579.jpg";"RICOH TÓNER CIAN CORTA DURACIÓN SP C250E";"407544";"";"63.140000";"76.4";"1000";"1";
"3553";"http://pedregosa.local/img/p/7/1/4/9/7149.jpg";"Toner MINOLTA-QMS PAGEPRO 9100 Negro";"1710497-001";"";"225.750000";"273.16";"1000";"1";
"15456";"http://pedregosa.local/img/p/6/0/0/6/6006.jpg";"Epson GF Serie SC-T Cartucho magenta 700 ml";"C13T694300";"";"203.040000";"245.68";"1000";"1";
"31735";"http://pedregosa.local/img/p/3/8/9/5/3895.jpg";"Samsung MultiXpress K3300NR Impresora multifunción B/N";"SL-K3300NR";"IMPRESORAS";"2212.600000";"2677.25";"1000";"1";
"33233";"http://pedregosa.local/img/p/8/7/7/6/8776.jpg";"CoLiDo 3D-GOLD FILAMENTO PLA 1.75MM 0,5KG ROJO";"3D-LFD004R";"";"12.420000";"15.03";"1000";"1";
"11761";"http://pedregosa.local/img/p/5/5/8/4/5584.jpg";"Canon Pixma Pro 9500 Cartucho Magenta Photo";"1039B001";"";"9.960000";"12.05";"1000";"1";
"12843";"http://pedregosa.local/img/p/6/8/9/3/6893.jpg";"KYOCERA-MITA FS5300DN Toner Amarillo TK-560Y";"1T02HNAEU0";"";"162.310000";"196.4";"1000";"1";
"20023";"http://pedregosa.local/img/p/7/6/2/1/7621.jpg";"Ricoh SP C252E Toner Amarillo";"407534";"";"93.840000";"113.55";"1000";"1";
"30560";"http://pedregosa.local/img/p/5/8/5/1/5851.jpg";"EPSON SureColor SC-P800 Cartucho Cian claro";"C13T850500";"";"39.360000";"47.63";"1000";"1";
"15610";"http://pedregosa.local/img/p/5/7/8/2/5782.jpg";"Epson Claria Photo HD Ink Cartucho Magenta claro 24XL Expression Photo XP-950";"C13T24364012";"";"12.550000";"15.19";"1000";"1";
"5784";"http://pedregosa.local/img/p/5/5/8/2/5582.jpg";"Canon Pixma IP6600D Cartucho Magenta Fotográfico";"0625B001";"";"10.350000";"12.52";"1000";"1";
"33460";"http://pedregosa.local/img/p/6/4/3/1/6431.jpg";"BROTHER TN421C Tóner Cian";"TN421C";"";"62.330000";"75.42";"1000";"1";
"200232";"http://pedregosa.local/img/p/9/2/8/2/9282.jpg";"Cartucho de tóner original LaserJet HP 824A amarillo";"CB382A";"TONER IMPRESORA";"291.650000";"352.9";"100";"1";
"13002";"http://pedregosa.local/img/p/7/3/8/4/7384.jpg";"TONER OKI C801/C821 AMARILLO (7.300 páginas)";"44643001";"";"166.700000";"201.71";"1000";"1";
"14710";"http://pedregosa.local/img/p/4/2/3/9/4239.jpg";"Cartucho de tóner original LaserJet HP 507A magenta. Rendimiento de 6000 páginas";"CE403A";"TONER IMPRESORA";"177.780000";"215.11";"1000";"1";
"30808";"http://pedregosa.local/img/p/3/6/7/0/3670.jpg";"Impresora GF Epson SureColor SC-P6000 STD";"C11CE41301A0";"IMPRESORAS";"2137.720000";"2586.64";"1000";"1";
"6059";"http://pedregosa.local/img/p/2/5/0/7/2507.jpg";"Canon BJC-7000/7100 Cabezal Color 1.000 páginas";"0918A008";"";"35.060000";"42.42";"1000";"1";
"11359";"http://pedregosa.local/img/p/6/2/6/9/6269.jpg";"LEXMARK Z1400/X3500/X4500 Cartucho Color nº24 Retornable";"18C1524E";"";"24.290000";"29.39";"1000";"1";
"3081";"http://pedregosa.local/img/p/6/9/6/4/6964.jpg";"KYOCERA-MITA FS-5016N Toner Cian";"370PD5KW";"";"124.980000";"151.23";"1000";"1";
"15125";"http://pedregosa.local/img/p/7/9/2/7/7927.jpg";"SAMSUNG TONER LASER CLP-620ND/670ND NEGRO 2.500 PAGINAS";"CLT-K5082S";"";"56.520000";"68.39";"1000";"1";
"30960";"http://pedregosa.local/img/p/5/9/4/3/5943.jpg";"Epson GF SureColor serie SC-P Cartucho Gris Claro UltraChrome HDX/HD 350ml";"C13T824900";"";"112.320000";"135.91";"1000";"1";
"11474";"http://pedregosa.local/img/p/8/1/7/8/8178.jpg";"Toner RICOH MPC2500/AD/300/AD Negro Type MPC3000 DT3000BLK (20.000pag)";"842030";"";"44.190000";"53.47";"1000";"1";
"12537";"http://pedregosa.local/img/p/7/2/3/3/7233.jpg";"OKI C810 / C830 / MC860 / MC851/ MC851+ / C801 / C821 - 20.000 páginas Tambor Amarillo";"44064009";"";"84.010000";"101.65";"1000";"1";
"19033";"http://pedregosa.local/img/p/6/0/6/7/6067.jpg";"EPSON WorkForce Pro WF-8510DWF";"C11CD44301";"IMPRESORAS";"777.280000";"940.51";"1000";"1";
"30199";"http://pedregosa.local/img/p/2/2/3/0/2230.jpg";"BROTHER Cuchillas para TD4000";"LB8347001";"";"15.620000";"18.9";"1000";"0";
"15346";"http://pedregosa.local/img/p/6/3/8/5/6385.jpg";"Brother HL6180DW/MFC8950DW Toner, 12.000 pag";"TN3390";"";"103.370000";"125.08";"1000";"1";
"18202";"http://pedregosa.local/img/p/6/9/4/9/6949.jpg";"KYOCERA-MITA   Tóner negro TK8505K";"1T02LC0NLC";"";"78.110000";"94.51";"1000";"1";
"5086";"http://pedregosa.local/img/p/8/4/5/6/8456.jpg";"Epson HX-20, M-160/163/164/180/181/182/183/185/190/191/192/195 ERC-09B (S015168) Cinta Nylon Neg.";"C43S015354";"";"1.280000";"1.55";"880";"0";
"33111";"http://pedregosa.local/img/p/7/4/4/2/7442.jpg";"OKI Toner-C823/833/843-Black";"46471104";"";"73.700000";"89.18";"1000";"1";
"71031";"http://pedregosa.local/img/p/4/0/1/9/4019.jpg";"Impresora movil termica Brother PJ 622";"PJ622";"IMPRESORAS TÉRMICAS";"368.770000";"446.21";"1000";"0";
"12644";"http://pedregosa.local/img/p/3/2/9/7/3297.jpg";"Cartucho de tinta Original HP 920 Negro HP OfficeJet series 6000, 6500, 7000, 6500, 7500";"CD971AE";"TINTA IMPRESORA";"17.000000";"20.57";"1000";"0";
"13921";"http://pedregosa.local/img/p/6/9/8/5/6985.jpg";"KYOCERA-MITA FS-4020DN Kit de Renovacion MK320";"1702J28EU0";"";"181.820000";"220";"1000";"1";
"30431";"http://pedregosa.local/img/p/4/5/6/8/4568.jpg";"Pack de ahorro de 4 cartuchos HP 932XL negro/933XL cian/magenta/amarillo";"C2P42AE";"TINTA IMPRESORA";"54.750000";"66.25";"999";"1";
"18840";"http://pedregosa.local/img/p/7/5/8/8/7588.jpg";"RICOH MPC3001/MPC3501 Tóner Negro";"842047";"";"47.070000";"56.95";"1000";"1";
"5623";"http://pedregosa.local/img/p/5/6/5/9/5659.jpg";"Cartucho de tinta Original HP 88 Negro para Officejet Pro K550, K5400, K8600, Officejet Pro L7480, L7580, L7590, L7680, L7780";"C9385AE";"TINTA IMPRESORA";"20.417600";"24.71";"1000";"0";
"8929";"http://pedregosa.local/img/p/1/0/4/7/1047.jpg";"OKI C-3300/3400/3450/3600 Tambor Magenta";"43460206";"";"39.520000";"47.82";"1000";"1";
"200175";"http://pedregosa.local/img/p/9/1/2/4/9124.jpg";"Cartucho de tinta HP 761";"";"TINTA IMPRESORA";"145.120000";"321.65";"1000";"1";
"14388";"http://pedregosa.local/img/p/7/6/3/6/7636.jpg";"RICOH AFICIO SP C820dn/C821dn Toner Magenta";"820118";"";"213.450000";"258.27";"1000";"1";
"30562";"http://pedregosa.local/img/p/5/8/6/0/5860.jpg";"EPSON SureColor SC-P800 Cartucho Negro claro";"C13T850700";"";"39.360000";"47.63";"1000";"1";
"32270";"http://pedregosa.local/img/p/5/4/9/0/5490.jpg";"Canon MG5751/MG6851/MG7750 Cartucho Negro 571XL";"0331C001";"";"11.050000";"13.37";"1000";"1";
"11041";"http://pedregosa.local/img/p/7/2/3/1/7231.jpg";"Tambor OKI C-8600/8800 Azul";"43449015";"";"47.580000";"57.57";"1000";"1";
"12225";"http://pedregosa.local/img/p/8/5/5/6/8556.jpg";"BROTHER Cinta laminada Transparente / negro 12 mm";"TX-131";"";"17.830000";"21.57";"1000";"1";
"24717";"http://pedregosa.local/img/p/8/7/2/3/8723.jpg";"Canon IPF5000/6000 depósito de tinta Amarilla (130 ml)";"0886B001AA";"";"54.220000";"65.61";"1000";"1";
"14715";"http://pedregosa.local/img/p/5/4/7/1/5471.jpg";"Canon Pixma MP240/260/480 Cartucho Color (Blister + alarma)";"2972B010";"";"13.800000";"16.7";"1000";"1";
"17739";"http://pedregosa.local/img/p/6/6/5/9/6659.jpg";"Epson Aculaser AL-M400DN Toner Retornable Alta capacidad";"C13S050699";"";"203.310000";"246.01";"1000";"1";
"32443";"http://pedregosa.local/img/p/4/2/2/1/4221.jpg";"Cartucho de tóner Original HP LaserJet 79A negro. Rendimiento de 1000 páginas";"CF279A";"TONER IMPRESORA";"43.680000";"52.85";"998";"1";
"49627";"http://pedregosa.local/img/p/5/8/5/4/5854.jpg";"Matricial 9p EPSON FX-890";"C11C524025";"IMPRESORAS";"620.380000";"750.66";"1000";"1";
"12372";"http://pedregosa.local/img/p/3/7/3/373.jpg";"Cartucho de tóner original LaserJet HP 824A cian para Laserjet CP6015, CM6030mfp y CM6040mfp";"CB381A";"TONER IMPRESORA";"288.750000";"349.39";"1000";"1";
"13537";"http://pedregosa.local/img/p/8/2/2/7/8227.jpg";"Toner MINOLTA-QMS Cian TN613C";"A0TM450";"";"99.780000";"120.73";"1000";"1";
"25051";"http://pedregosa.local/img/p/7/6/9/4/7694.jpg";"RICOH DSC-424/432 Toner Negro DT432BLK";"888483";"";"37.880000";"45.83";"1000";"1";
"17924";"http://pedregosa.local/img/p/6/3/5/7/6357.jpg";"Brother HL-1110 Tambor";"DR1050";"";"45.050000";"54.51";"1000";"1";
"4820";"http://pedregosa.local/img/p/7/4/1/1/7411.jpg";"Toner OKI C5510MFP Negro Alta capacidad";"42127457";"";"58.680000";"71";"1000";"1";
"7794";"http://pedregosa.local/img/p/3/3/7/337.jpg";"Epson Aculaser C-8500/C-8600 Toner Negro";"C13S050038";"";"87.110000";"105.4";"1000";"1";
"55663";"http://pedregosa.local/img/p/3/6/7/8/3678.jpg";"Impresora HP DESIGNJET T520 A0";"CQ893A";"IMPRESORAS";"1422.870000";"1721.67";"1000";"1";
"3880";"http://pedregosa.local/img/p/7/5/2/0/7520.jpg";"Tambor OKI C-9300/9500 Magenta";"41963406";"";"207.540000";"251.12";"1000";"1";
"13633";"http://pedregosa.local/img/p/8/4/0/9/8409.jpg";"Canon IRC-5030/30I/35/35I Toner Magenta CEXV29";"2798B002";"";"116.410000";"140.86";"1000";"1";
"30203";"http://pedregosa.local/img/p/3/7/6/2/3762.jpg";"Impresora OKI Laser Monocromo B512dn";"45762022";"IMPRESORAS";"330.260000";"399.61";"1000";"0";
"31872";"http://pedregosa.local/img/p/6/9/5/3/6953.jpg";"KYOCERA TONER TK-8515C CYAN PARA TASKALFA 5052CI/6052CI (1T02NDCNL0)";"1T02NDCNL0";"";"114.370000";"138.39";"1000";"1";
"18682";"http://pedregosa.local/img/p/7/9/6/8/7968.jpg";"SAMSUNG Multipack negro  Pack de 2 tóneres de 2.500 páginas";"MLT-P1052A";"";"98.510000";"119.2";"1000";"1";
"8714";"http://pedregosa.local/img/p/2/7/1/1/2711.jpg";"Epson Stylus D-78/92/120/DX-4000/5000/6000/7000F Cartucho Negro";"C13T07114012";"";"9.260000";"11.2";"1000";"1";
"11950";"http://pedregosa.local/img/p/7/2/5/3/7253.jpg";"OKI Cinturón arrastre papel C8600/C8800/ MC860 MC851+/C810 /C830/C801/C821 - 80.000 páginas";"43449705";"";"87.200000";"105.51";"1000";"1";
"23049";"http://pedregosa.local/img/p/8/6/9/0/8690.jpg";"Brother Cinta No laminada blano/negro 12mm";"TZe-N231";"";"8.370000";"10.13";"1000";"1";
"13927";"http://pedregosa.local/img/p/6/9/8/2/6982.jpg";"KYOCERA-MITA FS-3920DN Kit de Mantenimiento";"1702J18EU0";"";"181.820000";"220";"1000";"1";
"17453";"http://pedregosa.local/img/p/8/0/2/4/8024.jpg";"XEROX PHASER 3320 Toner Negro";"106R02307";"";"200.660000";"242.8";"1000";"1";
"32109";"http://pedregosa.local/img/p/3/4/9/2/3492.jpg";"Canon iPF830,iPF840,iPF850 tinta Magenta";"9813B001AA";"";"104.050000";"125.9";"1000";"1";
"33784";"http://pedregosa.local/img/p/8/7/8/7/8787.jpg";"COLIDO 3D-GOLD Filamento PLA 1.75mm 1 Kg Blanco";"COL3D-LFD002W";"";"20.160000";"24.39";"1000";"1";
"12079";"http://pedregosa.local/img/p/8/8/8/3/8883.jpg";"SAMSUNG FAX SCX-4300 Toner (2.000 pág.)";"MLT-D1092S";"";"63.550000";"76.9";"1000";"1";
"13134";"http://pedregosa.local/img/p/5/9/5/4/5954.jpg";"Epson GF Stylus Pro-4900 Cartucho Cian claro (200 ml)";"C13T653500";"";"70.210000";"84.95";"1000";"1";
"24247";"http://pedregosa.local/img/p/8/4/2/8/8428.jpg";"Brother Etiquetas para carpetas 17mmx87mm, 300 unidades de papel";"DK11203";"";"5.970000";"7.22";"1000";"1";
"17581";"http://pedregosa.local/img/p/8/2/7/9/8279.jpg";"RICOH AFICIO SP 100SUe/SP100SFe/SP100Le/SP112SU Toner Negro";"407166";"";"46.770000";"56.59";"1000";"1";
"6831";"http://pedregosa.local/img/p/2/7/8/9/2789.jpg";"Epson Stylus C-70/80 Cartucho Magenta";"C13T03234010";"";"18.180000";"22";"1000";"1";
"36004";"http://pedregosa.local/img/p/5/7/6/6/5766.jpg";"Epson Cartucho Amarillo Stylus S22/SX420W/425W/ Office BX305F";"C13T12844012";"";"7.930000";"9.6";"1000";"1";
"3323";"http://pedregosa.local/img/p/8/0/9/3/8093.jpg";"Toner RICOH Aficio 1515/MP161/MP201/MP171F/SPF (Type 1270D)RICOH PGS-2416 FPS  DT415 BLK";"842024/888261";"";"18.330000";"22.18";"1000";"1";
"13346";"http://pedregosa.local/img/p/8/5/8/3/8583.jpg";"RICOH Toner Negro Type MPC4500S";"841350";"";"51.740000";"62.61";"1000";"1";
"24719";"http://pedregosa.local/img/p/8/7/2/5/8725.jpg";"Canon IPF9000 depósito de tinta Negra pigmentada (700 ml)";"0900B005AA";"";"220.620000";"266.95";"1000";"1";
"31551";"http://pedregosa.local/img/p/7/1/1/1/7111.jpg";"LEXMARK CS725 TONER AMARILLO";"74C2HY0";"";"249.100000";"301.41";"1000";"1";
"7043";"http://pedregosa.local/img/p/6/6/2/0/6620.jpg";"Canon LBP-800/810/1120 Toner Negro 2.500 páginas";"1550A003";"";"46.440000";"56.19";"1000";"1";
"11584";"http://pedregosa.local/img/p/6/0/2/8/6028.jpg";"Epson GF Stylus Photo 4880 Cartucho magenta claro vivo";"C13T606600";"";"77.410000";"93.67";"1000";"1";
"19167";"http://pedregosa.local/img/p/3/8/5/4/3854.jpg";"BROTHER EQUIPOS MULTIFUNCIÓN LÁSER MONOCROMO DCP-1610W";"DCP1610W";"IMPRESORAS";"95.400000";"115.43";"1000";"1";
"3593";"http://pedregosa.local/img/p/7/3/7/6/7376.jpg";"Tambor OKI C-5100/5200/C-5300 Amarillo";"42126605";"";"123.120000";"148.98";"1000";"1";
"13539";"http://pedregosa.local/img/p/8/4/0/7/8407.jpg";"Brother Cinta de papel continuo blanco, 38mm x 30,48m";"DK22225";"";"8.780000";"10.62";"1000";"1";
"15487";"http://pedregosa.local/img/p/7/9/0/7/7907.jpg";"Samsung CLP-360/CLP-365 CLX-3300/CLX-3305 Unidad de Imagen";"CLT-R406";"";"77.010000";"93.18";"999";"1";
"31747";"http://pedregosa.local/img/p/4/0/2/4/4024.jpg";"BROTHER ROTULADORA ELECTRÓNICAS P-TOUCH PTP950NW";"PTP950NW";"ROTULADORAS";"324.010000";"392.05";"1000";"0";
"33242";"http://pedregosa.local/img/p/8/7/8/4/8784.jpg";"ColiDo 3D-IT3D POTENTE FILAMENTO LIMPIADOR 1,75 0,1KG";"COL3D-IT3DFILLIM";"";"9.360000";"11.33";"999";"1";
"11804";"http://pedregosa.local/img/p/6/6/7/3/6673.jpg";"Epson Aculaser C2800 Toner Magenta Alta Capacidad";"C13S051159";"";"170.790000";"206.66";"1000";"1";
"12858";"http://pedregosa.local/img/p/7/3/6/7/7367.jpg";"OKI C3500/MC350/MC360 MFP Toner Amarillo 2,5K";"43459369";"";"72.950000";"88.27";"1000";"1";
"20049";"http://pedregosa.local/img/p/4/5/5/2/4552.jpg";"Cartucho de tinta Original HP 62 Negro para HP OfficeJet 5740 HP ENVY 5540, 5640, 7640";"C2P04AE";"TINTA IMPRESORA";"11.547200";"13.97";"1000";"0";
"15647";"http://pedregosa.local/img/p/6/6/8/3/6683.jpg";"Epson AcuLaser C500DN Toner Amarillo";"C13S050656";"";"270.460000";"327.26";"1000";"1";
"5812";"http://pedregosa.local/img/p/3/6/9/369.jpg";"Cartucho de tóner original LaserJet HP 503A magenta para Laserjet series CP3505 y 3800";"Q7583A";"TONER IMPRESORA";"169.520000";"205.12";"1000";"1";
"33471";"http://pedregosa.local/img/p/6/4/2/4/6424.jpg";"BROTHER Tóner Negro TN910BK";"TN910BK";"";"79.560000";"96.27";"1000";"1";
"200240";"http://pedregosa.local/img/p/9/2/9/0/9290.jpg";"Epson WORKFORCE PRO WF-4730DTWF 4 en 1 rápida y de alta capacidad";"C11CG01402";"TINTA MULTIFUNCION";"316.810000";"383.34";"100";"1";
"13011";"http://pedregosa.local/img/p/7/5/2/9/7529.jpg";"TONER OKI C801/C821 MAGENTA (7.300 páginas)";"44643002";"";"166.700000";"201.71";"1000";"1";
"30817";"http://pedregosa.local/img/p/8/3/3/6/8336.jpg";"Brother Cinta Alta Calidad 8m Blanco/Negro (Pack 5Ud)12mm";"HGe231V5";"";"45.720000";"55.32";"1000";"1";
"6107";"http://pedregosa.local/img/p/2/9/7/9/2979.jpg";"Epson GF Stylus Color Pro-5000/5000II Cartucho Magenta, 2.100 Páginas";"C13S020143";"";"75.090000";"90.86";"1000";"1";
"11372";"http://pedregosa.local/img/p/8/5/0/6/8506.jpg";"KYOCERA-MITA KM-C2520/3225/3232 Toner Amarillo";"1T02FZAEU0";"";"71.520000";"86.54";"1000";"1";
"3116";"http://pedregosa.local/img/p/5/0/5/6/5056.jpg";"Cartucho de tinta Original HP 344 Tricolor para HP Deskjet, Photosmart y Officejet";"C9363EE";"TINTA IMPRESORA";"38.990000";"47.18";"1000";"1";
"13136";"http://pedregosa.local/img/p/5/9/5/2/5952.jpg";"Epson GF Stylus Pro-4900 Cartucho Gris (200 ml)";"C13T653700";"";"70.210000";"84.95";"1000";"1";
"15139";"http://pedregosa.local/img/p/6/2/9/3/6293.jpg";"LEXMARK Cartucho PRO-715/915 Magenta Retornable Baja Nº150";"14N1609E";"";"12.580000";"15.22";"1000";"1";
"30969";"http://pedregosa.local/img/p/4/0/5/0/4050.jpg";"Cartucho de tóner original LaserJet HP 410X magenta de alta capacidad Laserjet  Pro series M452 y M477";"CF413X";"TONER IMPRESORA";"149.740000";"181.19";"1000";"1";
"32673";"http://pedregosa.local/img/p/1/7/8/178.jpg";"Canon IR C1325IF C1335IF Toner C-EXV48 Magenta";"9108B002";"";"66.520000";"80.49";"1000";"1";
